cx,cy,nameascii,adm0name,adm0_a3
271.651,263.0102,Colonia del Sacramento,Uruguay,URY
273.7384,260.9295,Trinidad,Uruguay,URY
270.6195,260.0292,Fray Bentos,Uruguay,URY
275.11,263.1392,Canelones,Uruguay,URY
275.2634,262.1633,Florida,Uruguay,URY
401.9837,165.7737,Bassar,Togo,TGO
402.4194,167.3387,Sotouboua,Togo,TGO
423.3861,112.1126,Medenine,Tunisia,TUN
420.1723,111.4679,Kebili,Tunisia,TUN
423.4973,113.0018,Tataouine,Tunisia,TUN
422.9044,104.4061,L'Ariana,Tunisia,TUN
419.681,105.2212,Jendouba,Tunisia,TUN
419.607,108.074,Kasserine,Tunisia,TUN
421.3483,108.5186,Sdid Bouzid,Tunisia,TUN
421.0889,106.1476,Siliana,Tunisia,TUN
424.7737,107.48,Mahdia,Tunisia,TUN
424.1655,106.9314,Monastir,Tunisia,TUN
422.7866,105.4435,Zaghouan,Tunisia,TUN
636.1952,161.1899,Tay Ninh,Vietnam,VNM
629.9619,138.0328,Luan Chau,Vietnam,VNM
635.4979,137.1584,Bac Kan,Vietnam,VNM
637.5512,137.7972,Lang Son,Vietnam,VNM
631.2224,138.9487,Son La,Vietnam,VNM
634.1145,137.8594,Tuyen Quang,Vietnam,VNM
633.3676,138.1106,Yen Bai,Vietnam,VNM
636.6043,139.8068,Hai Duong,Vietnam,VNM
636.6088,140.8998,Thai Binh,Vietnam,VNM
643.2399,157.2796,Tuy Hoa,Vietnam,VNM
637.3195,161.9767,Thu Dau Mot,Vietnam,VNM
638.3878,148.9033,Dong Ha,Vietnam,VNM
635.0592,163.0928,Cao Lanh,Vietnam,VNM
636.702,163.6085,Truc Giang,Vietnam,VNM
636.6109,164.2776,Tra Vinh,Vietnam,VNM
635.7884,163.5618,Vinh Long,Vietnam,VNM
636.4642,135.9788,Cao Bang,Vietnam,VNM
206.1835,152.8825,Yoro,Honduras,HND
204.2346,154.4986,La Esperanza,Honduras,HND
205.3076,154.5275,La Paz,Honduras,HND
204.0805,153.1959,Santa Barbara,Honduras,HND
203.3085,153.9422,Gracias,Honduras,HND
201.9775,154.2674,Nueva Ocotepeque,Honduras,HND
207.1594,155.3634,Yuscaran,Honduras,HND
235.464,144.9376,Jeremie,Haiti,HTI
238.3293,142.0525,Port-De-Paix,Haiti,HTI
240.1644,143.806,Hinche,Haiti,HTI
240.5182,142.6443,Fort-Liberte,Haiti,HTI
238.9795,145.8245,Jacmel,Haiti,HTI
460.7533,93.566,Kirklareli,Turkey,TUR
466.8821,97.1073,Bilecik,Turkey,TUR
467.8091,95.7364,Sakarya,Turkey,TUR
475.3296,94.3529,Kastamonu,Turkey,TUR
467.5498,102.5166,Burdur,Turkey,TUR
476.1921,99.3481,Kirsehir,Turkey,TUR
477.4214,100.4996,Nevsehir,Turkey,TUR
480.5173,105.814,Antioch,Turkey,TUR
485.571,95.4111,Giresun,Turkey,TUR
478.3751,92.9436,Sinop,Turkey,TUR
481.5095,96.7605,Tokat,Turkey,TUR
493.1914,94.8109,Artvin,Turkey,TUR
490.257,99.9194,Bingol,Turkey,TUR
493.8694,101.0109,Bitlis,Turkey,TUR
471.8661,187.0476,Kalangala,Uganda,UGA
474.9694,96.0913,Cankiri,Turkey,TUR
477.3547,101.9401,Nigde,Turkey,TUR
477.6237,97.8453,Yozgat,Turkey,TUR
488.0029,96.4092,Gumushane,Turkey,TUR
493.4471,102.0112,Siirt,Turkey,TUR
488.1125,99.4043,Tunceli,Turkey,TUR
475.6699,183.1135,Kumi,Uganda,UGA
473.9434,182.4954,Kaberamaido,Uganda,UGA
473.3413,184.7993,Kayunga,Uganda,UGA
474.6307,185.0068,Iganga,Uganda,UGA
473.8551,184.2553,Kamuli,Uganda,UGA
475.166,183.8156,Pallisa,Uganda,UGA
472.0631,185.8608,Mpigi,Uganda,UGA
470.9429,178.8886,Adjumani,Uganda,UGA
469.3708,180.8572,Nebbi,Uganda,UGA
470.8639,184.3245,Kiboga,Uganda,UGA
472.3805,183.4513,Nakasongola,Uganda,UGA
472.5515,185.0643,Bombo,Uganda,UGA
470.7324,182.6387,Masindi,Uganda,UGA
467.5313,184.8693,Fort Portal,Uganda,UGA
469.2911,184.5826,Kibale,Uganda,UGA
476.4788,183.5822,Sironko,Uganda,UGA
475.9805,185.3507,Busia,Uganda,UGA
475.7366,182.157,Katakwi,Uganda,UGA
440.046,81.6774,Veszprem,Hungary,HUN
437.6652,82.2265,Zalaegerszeg,Hungary,HUN
441.2064,80.657,Tatabanya,Hungary,HUN
441.8288,83.338,Szekszard,Hungary,HUN
444.3031,79.4232,Salgotarjan,Hungary,HUN
447.1374,82.6088,Bekescsaba,Hungary,HUN
445.5413,79.8901,Eger,Hungary,HUN
467.5072,188.316,Ntungamo,Uganda,UGA
466.2493,189.3707,Kisoro,Uganda,UGA
465.9567,191.8814,Gikongoro,Rwanda,RWA
465.475,190.9181,Kibuye,Rwanda,RWA
468.1055,191.1776,Kibungo,Rwanda,RWA
451.968,86.2256,Targu Jiu,Romania,ROU
454.4066,87.5817,Slatina,Romania,ROU
456.4422,88.7674,Alexandria,Romania,ROU
456.8253,86.4635,Targoviste,Romania,ROU
457.6722,88.7043,Giurgiu,Romania,ROU
461.1001,87.2816,Slobozia,Romania,ROU
480.4914,113.8354,Dar'a,Syria,SYR
416.5577,81.0572,Delemont,Switzerland,CHE
415.6196,81.8819,Neuchatel,Switzerland,CHE
418.0894,81.0127,Aarau,Switzerland,CHE
418.8659,81.9908,Stans,Switzerland,CHE
416.5777,83.5714,Sion,Switzerland,CHE
420.8666,81.0276,Herisau,Switzerland,CHE
421.0415,80.9393,Saint Gallen,Switzerland,CHE
420.2812,83.6647,Bellinzona,Switzerland,CHE
420.3851,81.7685,Glarus,Switzerland,CHE
419.4209,80.3102,Schaffhausen,Switzerland,CHE
419.4543,81.8352,Schwyz,Switzerland,CHE
420.4769,80.617,Frauenfeld,Switzerland,CHE
419.4321,82.1486,Altdorf,Switzerland,CHE
419.0964,81.4817,Zug,Switzerland,CHE
435.0131,51.6179,Falun,Sweden,SWE
438.0542,55.7282,Nykoping,Sweden,SWE
440.0971,47.1252,Harnosand,Sweden,SWE
434.2328,61.4213,Karlskrona,Sweden,SWE
452.6482,83.9315,Alba Lulia,Romania,ROU
454.7223,81.5729,Bistrita,Romania,ROU
451.1736,84.362,Deva,Romania,ROU
451.4989,81.4906,Zalau,Romania,ROU
451.1032,80.119,Satu Mare,Romania,ROU
454.4333,86.0812,Rimnicu Vilcea,Romania,ROU
457.5677,84.3961,Sfintu-Gheorghe,Romania,ROU
456.9697,83.3002,Miercurea Cuic,Romania,ROU
458.8793,82.013,Piatra-Neamt,Romania,ROU
462.405,85.6766,Braila,Romania,ROU
461.8811,82.6948,Vaslui,Romania,ROU
582.9237,123.3387,Salyan,Nepal,NPL
618.0155,143.4547,Mae Hong Son,Thailand,THA
619.2715,167.5743,Phangnga,Thailand,THA
619.5027,164.2154,Ranong,Thailand,THA
620.1118,168.4613,Krabi,Thailand,THA
622.7104,169.4328,Phatthalung,Thailand,THA
622.6787,171.652,Satun,Thailand,THA
620.4719,145.2287,Lamphun,Thailand,THA
621.4834,149.7414,Kamphaeng Phet,Thailand,THA
623.3062,149.817,Phichit,Thailand,THA
625.1069,149.8614,Phetchabun,Thailand,THA
622.8171,154.1918,Supham Buri,Thailand,THA
623.5307,153.9422,Ang Thong,Thailand,THA
622.8105,152.618,Chainat,Thailand,THA
625.2336,154.7943,Nakhon Nayok,Thailand,THA
623.4218,153.2671,Sing Buri,Thailand,THA
622.6727,155.6435,Nakhon Pathom,Thailand,THA
622.0858,160.1228,Prachuap Khiri Khan,Thailand,THA
623.1395,156.2704,Samut Sakhon,Thailand,THA
622.5326,156.5438,Samut Songkhram,Thailand,THA
631.7581,151.2642,Yasothon,Thailand,THA
624.9224,155.9525,Chachoengsao,Thailand,THA
628.1079,159.158,Trat,Thailand,THA
630.3309,149.8414,Kalasin,Thailand,THA
629.8619,150.3838,Maha Sarakham,Thailand,THA
630.6555,150.6795,Roi Et,Thailand,THA
625.3091,171.1023,Pattani,Thailand,THA
469.692,244.0725,Piggs Peak,Swaziland,SWZ
471.2592,245.1706,Siteki,Swaziland,SWZ
470.0055,245.2595,Manzini,Swaziland,SWZ
470.0692,246.3822,Hlatikulu,Swaziland,SWZ
207.7551,156.4037,Somoto,Nicaragua,NIC
207.9997,156.0614,Ocotal,Nicaragua,NIC
380.9985,96.0158,Aveiro,Portugal,PRT
380.6562,98.0209,Leiria,Portugal,PRT
380.5691,93.67,Viana Do Castelo,Portugal,PRT
386.1403,99.8593,Merida,Spain,ESP
382.7502,101.8556,Beja,Portugal,PRT
382.6546,100.6418,Evora,Portugal,PRT
383.7283,99.019,Portalegre,Portugal,PRT
380.9296,99.1502,Santarem,Portugal,PRT
385.2133,93.4215,Braganca,Portugal,PRT
383.5838,97.8609,Castelo Branco,Portugal,PRT
384.0862,96.2381,Guarda,Portugal,PRT
382.6457,95.9802,Viseu,Portugal,PRT
383.0303,94.5641,Vila Real,Portugal,PRT
363.7368,154.4742,Fatick,Senegal,SEN
483.2219,116.7068,An Nabk,Saudi Arabia,SAU
414.7904,68.5416,Assen,Netherlands,NLD
413.3966,70.7913,Arnhem,Netherlands,NLD
412.8497,73.3144,Maastricht,Netherlands,NLD
413.7834,69.5998,Zwolle,Netherlands,NLD
408.2548,71.8717,Middelburg,Netherlands,NLD
412.0487,71.4686,'s-Hertogenbosch,Netherlands,NLD
419.7166,56.3934,Arendal,Norway,NOR
414.5481,51.5801,Vossavangen,Norway,NOR
415.4573,50.3501,Leikanger,Norway,NOR
425.4547,53.1729,Baerum,Norway,NOR
424.8362,51.1577,Hamar,Norway,NOR
423.3957,54.6167,Tonsberg,Norway,NOR
586.0359,123.5239,Baglung,Nepal,NPL
582.998,121.338,Jumla,Nepal,NPL
585.5914,125.1543,Bhairawa,Nepal,NPL
579.4041,121.2269,Dandeldhura,Nepal,NPL
579.3885,122.5718,Dhangarhi,Nepal,NPL
591.6017,125.6151,Ramechhap,Nepal,NPL
589.4743,125.1149,Bhimphedi,Nepal,NPL
593.0384,127.3773,Rajbiraj,Nepal,NPL
595.6898,126.5443,Ilam,Nepal,NPL
719.7158,198.5653,Wabag,Papua New Guinea,PNG
714.3494,192.3409,Vanimo,Papua New Guinea,PNG
722.4768,199.7501,Kundiawa,Papua New Guinea,PNG
724.4286,203.9828,Kerema,Papua New Guinea,PNG
746.054,200.2059,Arawa,Papua New Guinea,PNG
727.6341,190.8781,Lorengau,Papua New Guinea,PNG
733.9986,198.6987,Kimbe,Papua New Guinea,PNG
465.0544,81.2949,Dubasari,Moldova,MDA
464.0345,253.3119,Qacha's Nek,South Africa,ZAF
497.7457,177.0615,Hudur,Somalia,SOM
494.1006,178.965,Garbahaarey,Somalia,SOM
494.8927,183.9528,Bu'aale,Somalia,SOM
503.6173,173.5965,Dhuusa Mareeb,Somalia,SOM
580.8112,167.312,Trincomalee,Sri Lanka,LKA
577.6835,168.5036,Puttalan,Sri Lanka,LKA
578.9283,171.4824,Ratnapura,Sri Lanka,LKA
416.8712,174.0633,Umuahia,Nigeria,NGA
417.6803,175.2282,Uyo,Nigeria,NGA
415.8486,174.15,Owerri,Nigeria,NGA
679.7995,100.7597,Sariwon,North Korea,PRK
679.137,98.5789,Sin-Ni,North Korea,PRK
636.313,74.6549,Suchboatar,Mongolia,MNG
637.9736,80.2991,Dzuunmod,Mongolia,MNG
435.6889,234.0134,Omaruru,Namibia,NAM
435.471,235.1315,Karibib,Namibia,NAM
438.7811,230.0208,Otavi,Namibia,NAM
442.3846,236.2786,Gobabis,Namibia,NAM
488.5404,197.6171,Wete,Tanzania,TZA
486.7418,201.4034,Kibaha,Tanzania,TZA
487.505,199.43,Mkokotoni,Tanzania,TZA
416.1242,82.3243,Fribourg,Switzerland,CHE
417.4291,80.8059,Liestal,Switzerland,CHE
416.9845,81.4084,Solothurn,Switzerland,CHE
418.554,82.1042,Sarnen,Switzerland,CHE
430.9694,55.8594,Mariestad,Sweden,SWE
427.6394,56.6196,Vannersborg,Sweden,SWE
421.1631,81.1387,Appenzell,Switzerland,CHE
382.0381,67.1337,Ros Comain,Ireland,IRL
364.2948,159.0869,Cacheu,Guinea Bissau,GNB
366.38,158.589,Farim,Guinea Bissau,GNB
366.4511,160.1895,Fulacunda,Guinea Bissau,GNB
368.5874,159.0625,Gabu,Guinea Bissau,GNB
366.514,161.4262,Catio,Guinea Bissau,GNB
382.0751,175.6906,Barclayville,Liberia,LBR
378.5554,167.6506,Voinjama,Liberia,LBR
376.6658,172.0597,Bensonville,Liberia,LBR
377.2238,171.8536,Kakata,Liberia,LBR
380.9229,169.9752,Sanniquellie,Liberia,LBR
378.9378,174.2123,Rivercess,Liberia,LBR
435.351,96.0135,Potenza,Italy,ITA
432.8101,93.9662,Campobasso,Italy,ITA
480.7766,114.595,Al Mafraq,Jordan,JOR
479.3688,117.8183,At Tafilah,Jordan,JOR
479.6711,119.244,Ma'an,Jordan,JOR
416.491,84.6873,Aosta,Italy,ITA
413.9383,75.4701,Diekirch,Luxembourg,LUX
414.3087,75.8776,Grevenmacher,Luxembourg,LUX
622.9528,172.0604,Kangar,Malaysia,MYS
627.0698,177.0599,Kuala Lipis,Malaysia,MYS
625.976,179.5437,Shah Alam,Malaysia,MYS
482.372,187.288,Nyeri,Kenya,KEN
461.9248,251.1683,Teyateyaneng,Lesotho,LSO
461.3179,253.4046,Mohales Hoek,Lesotho,LSO
461.8426,253.9648,Moyeni,Lesotho,LSO
462.5984,250.557,Hlotse,Lesotho,LSO
463.0297,250.2724,Butha-Buthe,Lesotho,LSO
464.8703,251.4751,Mokhotlong,Lesotho,LSO
200.5037,155.4189,Ahuachapan,El Salvador,SLV
202.5304,155.8687,Cojutepeque,El Salvador,SLV
201.7375,155.9636,Nueva San Salvador,El Salvador,SLV
202.6756,156.3326,Zacatecoluca,El Salvador,SLV
204.963,156.7239,La Union,El Salvador,SLV
204.3828,155.9058,San Francisco Gotera,El Salvador,SLV
202.8601,156.0369,San Vicente,El Salvador,SLV
203.6448,156.6927,Usulutan,El Salvador,SLV
202.1732,155.0788,Chalatenango,El Salvador,SLV
226.4373,145.3621,Lucea,Jamaica,JAM
227.9467,146.2735,Mandeville,Jamaica,JAM
227.1642,146.278,Black River,Jamaica,JAM
227.5998,145.2807,Falmouth,Jamaica,JAM
226.9508,145.9823,Savanna-la-Mar,Jamaica,JAM
230.4365,145.9934,Port Antonio,Jamaica,JAM
228.6147,145.3851,St. Ann's Bay,Jamaica,JAM
229.2805,145.5088,Port Maria,Jamaica,JAM
229.5028,146.2728,Half Way Tree,Jamaica,JAM
230.5498,146.5892,Port Morant,Jamaica,JAM
241.6293,143.0012,Sabaneta,Dominican Republic,DOM
242.2295,142.8968,Mao,Dominican Republic,DOM
244.2814,143.9927,Cotui,Dominican Republic,DOM
423.7196,183.1376,Evinayong,Equatorial Guinea,GNQ
419.2364,178.6916,Luba,Equatorial Guinea,GNQ
435.5885,89.1551,Sibenik,Croatia,HRV
468.9206,118.3548,Shibin el Kom,Egypt,EGY
469.5505,118.6334,Benha,Egypt,EGY
470.2915,118.374,Zagazig,Egypt,EGY
469.0006,117.2055,Kafr el Sheikh,Egypt,EGY
494.423,161.6767,Dikhil,Djibouti,DJI
495.5967,160.1666,Tadjoura,Djibouti,DJI
452.5624,55.3302,Haapsalu,Estonia,EST
506.934,121.1528,Hawalli,Kuwait,KWT
463.6477,188.0438,Buluko,Congo (Kinshasa),COD
474.9227,212.8148,Mzimba,Malawi,MWI
479.1835,219.632,Machinga,Malawi,MWI
476.5529,218.2982,Dedza,Malawi,MWI
473.3666,217.0385,Mchinji,Malawi,MWI
477.2199,219.2985,Ntcheu,Malawi,MWI
478.4425,221.2622,Chiradzulu,Malawi,MWI
478.6278,223.9668,Nsanje,Malawi,MWI
476.9605,221.0769,Mwanza,Malawi,MWI
479.1465,222.0032,Mulanje,Malawi,MWI
199.4611,152.7869,Salama,Guatemala,GTM
196.4311,154.0449,Retalhuleu,Guatemala,GTM
196.1577,153.0915,San Marcos,Guatemala,GTM
198.3363,153.7673,Chimaltenango,Guatemala,GTM
198.529,153.9791,Antigua Guatemala,Guatemala,GTM
197.5293,153.5205,Solola,Guatemala,GTM
197.1403,153.2071,Totonicapan,Guatemala,GTM
200.122,153.3493,El Progreso,Guatemala,GTM
199.4967,154.6187,Cuilapa,Guatemala,GTM
201.1728,153.4671,Chiquimula,Guatemala,GTM
200.1836,153.8317,Jalapa,Guatemala,GTM
201.2062,153.0781,Zacapa,Guatemala,GTM
243.0848,142.3672,Puerto Plata,Dominican Republic,DOM
240.829,142.9056,Dajabon,Dominican Republic,DOM
243.4566,143.2413,Moca,Dominican Republic,DOM
243.6929,143.2724,Salcedo,Dominican Republic,DOM
240.5045,145.2509,Jimani,Dominican Republic,DOM
240.8246,144.3995,Comendador,Dominican Republic,DOM
240.749,146.2624,Pedernales,Dominican Republic,DOM
242.9987,145.3376,Azua,Dominican Republic,DOM
243.71,144.2528,Bonao,Dominican Republic,DOM
243.8834,145.7244,Bani,Dominican Republic,DOM
246.271,144.6485,Hato Mayor,Dominican Republic,DOM
245.0994,144.5529,Monte Plata,Dominican Republic,DOM
244.9594,143.288,Nagua,Dominican Republic,DOM
246.1042,143.6526,Samana,Dominican Republic,DOM
244.3769,145.4221,San Cristobal,Dominican Republic,DOM
246.7644,144.6485,El Seibo,Dominican Republic,DOM
247.4914,144.9775,Higuey,Dominican Republic,DOM
367.4026,156.237,Georgetown,The Gambia,GMB
368.6119,156.7728,Basse Santa Su,The Gambia,GMB
364.4504,156.3637,Kerewan,The Gambia,GMB
365.3762,156.6231,Mansa Konko,The Gambia,GMB
395.0368,170.053,Sunyani,Ghana,GHA
425.4164,181.5748,Ebebiyin,Gabon,GAB
457.1165,56.6177,Viljandi,Estonia,EST
424.7428,192.7121,Tchibanga,Gabon,GAB
430.3604,195.6176,Madingou,Congo (Brazzaville),COG
450.1007,99.8882,Lamia,Greece,GRC
452.3659,96.5937,Polygyros,Greece,GRC
456.7312,94.9214,Komatini,Greece,GRC
479.2205,111.1493,B'abda,Lebanon,LBN
477.7386,115.4099,Ramla,Israel,ISR
479.0353,112.1497,Nabatiye et Tahta,Lebanon,LBN
444.5765,52.765,Mariehamn,Aland,ALD
454.6311,50.7642,Hameenlinna,Finland,FIN
459.604,51.0332,Kouvola,Finland,FIN
460.8845,49.2237,Mikkeli,Finland,FIN
623.448,141.284,Ban Houayxay,Laos,LAO
625.6797,139.789,Louang Namtha,Laos,LAO
635.5721,153.2753,Champasak,Laos,LAO
636.8176,151.4242,Saravan,Laos,LAO
631.4965,140.9745,Xam Nua,Laos,LAO
627.1987,138.1588,Phongsali,Laos,LAO
637.7335,153.4427,Attapu,Laos,LAO
433.0457,196.0444,Kinkala,Congo (Brazzaville),COG
384.7428,65.7629,Muineachan,Ireland,IRL
421.4261,62.5195,Vejle,Denmark,DNK
427.6098,62.0209,Hillerod,Denmark,DNK
425.9426,63.1331,Soro,Denmark,DNK
372.8845,159.4982,Mali,Guinea,GIN
374.2872,160.9298,Tongue,Guinea,GIN
378.2397,162.6793,Kouroussa,Guinea,GIN
372.6622,161.7301,Pita,Guinea,GIN
372.949,162.6726,Dalaba,Guinea,GIN
369.012,163.7196,Boffa,Guinea,GIN
370.6726,158.6178,Koundara,Guinea,GIN
370.8571,160.2318,Gaoual,Guinea,GIN
371.235,162.1191,Telimele,Guinea,GIN
371.1128,165.398,Forecariah,Guinea,GIN
380.9852,167.0497,Beyla,Guinea,GIN
377.664,167.3454,Gueckedou,Guinea,GIN
376.3857,161.2432,Dinguiraye,Guinea,GIN
375.5343,162.4681,Dabola,Guinea,GIN
383.1481,167.9545,Touba,Ivory Coast,CIV
387.4519,170.8488,Bouafle,Ivory Coast,CIV
388.3144,173.3808,Divo,Ivory Coast,CIV
389.0724,171.7958,Toumodi,Ivory Coast,CIV
393.1161,174.2085,Aboisso,Ivory Coast,CIV
197.6398,152.9418,Santa Cruz Del Quiche,Guatemala,GTM
420.7503,177.1244,Buea,Cameroon,CMR
444.2386,94.064,Kruje,Albania,ALB
443.7406,95.8179,Fier,Albania,ALB
444.0585,95.3511,Lushnje,Albania,ALB
444.4304,92.9207,Puke,Albania,ALB
444.875,92.2538,Bajram Curri,Albania,ALB
445.6546,92.8102,Kukes,Albania,ALB
444.6899,97.7141,Sarande,Albania,ALB
446.2088,96.6998,Erseke,Albania,ALB
446.1659,95.44,Pogradec,Albania,ALB
446.3942,96.0698,Korce,Albania,ALB
444.6276,95.8624,Berat,Albania,ALB
445.2085,96.2921,Corovode,Albania,ALB
445.1344,95.514,Gramsh,Albania,ALB
445.505,94.7731,Librazhd,Albania,ALB
444.7639,96.8109,Tepelene,Albania,ALB
445.4723,96.9205,Permet,Albania,ALB
445.0211,97.2651,Gjirokaster,Albania,ALB
445.6531,93.6987,Peshkopi,Albania,ALB
444.7254,93.8261,Burrel,Albania,ALB
443.9207,93.466,Lezhe,Albania,ALB
444.2824,93.4764,Rreshen,Albania,ALB
498.8404,96.7701,Ashtarak,Armenia,ARM
408.9862,74.2192,Mons,Belgium,BEL
412.4207,73.0677,Hasselt,Belgium,BEL
500.5966,95.4943,Ijevan,Armenia,ARM
499.2659,97.5432,Artashat,Armenia,ARM
500.5466,96.6429,Gavarr,Armenia,ARM
502.0792,96.1835,Gadabay,Azerbaijan,AZE
504.2436,96.0841,Goranboy,Azerbaijan,AZE
501.663,95.235,Tovuz,Azerbaijan,AZE
501.5019,95.4283,Agdam,Azerbaijan,AZE
506.5913,95.2591,Qabala,Azerbaijan,AZE
505.7299,95.0602,Oguz,Azerbaijan,AZE
501.006,97.9718,Yeghegnadzor,Armenia,ARM
540.5755,108.5935,Qala i Naw,Afghanistan,AFG
545.2809,109.6301,Chaghcharan,Afghanistan,AFG
543.3024,116.1518,Lashkar Gah,Afghanistan,AFG
537.8049,117.1988,Zaranj,Afghanistan,AFG
546.6518,113.8169,Tarin Kowt,Afghanistan,AFG
552.3205,113.3352,Zareh Sharan,Afghanistan,AFG
558.3967,108.8536,Asadabad,Afghanistan,AFG
554.8176,104.7099,Taloqan,Afghanistan,AFG
554.3581,108.5186,Mahmud-E Eraqi,Afghanistan,AFG
556.2108,109.3338,Mehtar Lam,Afghanistan,AFG
553.5432,110.8528,Baraki Barak,Afghanistan,AFG
551.4831,105.7525,Aybak,Afghanistan,AFG
553.1726,109.7784,Mayda Shahr,Afghanistan,AFG
632.5762,160.9031,Kampong Spoe,Cambodia,KHM
633.3987,158.1021,Kampong Thum,Cambodia,KHM
634.3657,160.832,Prey Veng,Cambodia,KHM
633.5714,155.6464,Phnum Tbeng Meanchey,Cambodia,KHM
635.8106,156.2992,Stoeng Treng,Cambodia,KHM
635.9218,158.6423,Kracheh,Cambodia,KHM
638.536,158.6846,Senmonorom,Cambodia,KHM
638.0492,156.3348,Lumphat,Cambodia,KHM
635.4261,161.7301,Svay Rieng,Cambodia,KHM
413.0476,104.5054,Jijel,Algeria,DZA
404.0422,171.6558,Lokossa,Benin,BEN
401.0322,159.5626,Fada Ngourma,Burkina Faso,BFA
409.1958,104.5543,Tizi-Ouzou,Algeria,DZA
410.5222,106.2016,Bordj Bou Arreridj,Algeria,DZA
410.3333,106.9996,M'sila,Algeria,DZA
416.7422,105.2968,Guelma,Algeria,DZA
416.1242,106.6662,Oum el Bouaghi,Algeria,DZA
455.1802,90.4649,Lovec,Bulgaria,BGR
451.8857,89.8514,Montana,Bulgaria,BGR
459.2194,89.5846,Razgrad,Bulgaria,BGR
413.1603,75.9147,Arlon,Belgium,BEL
421.9412,80.731,Bregenz,Austria,AUT
436.9834,80.0272,Eisenstadt,Austria,AUT
599.2259,125.4877,Paro,Bhutan,BTN
599.9298,124.932,Punakha,Bhutan,BTN
616.3193,142.6456,Loikaw,Myanmar,MMR
600.1151,125.3766,Wangdue Prodrang,Bhutan,BTN
468.0685,193.4006,Cankuzo,Burundi,BDI
467.2823,193.2523,Karusi,Burundi,BDI
466.9044,195.0996,Rutana,Burundi,BDI
467.4623,194.0993,Ruyigi,Burundi,BDI
465.5121,193.2152,Bubanza,Burundi,BDI
465.9567,192.8077,Kayanza,Burundi,BDI
466.4753,195.5493,Makamba,Burundi,BDI
466.5309,192.8344,Ngozi,Burundi,BDI
467.136,192.1068,Kirundo,Burundi,BDI
389.3192,161.9657,Orodara,Burkina Faso,BFA
391.1524,159.2773,Solenzo,Burkina Faso,BFA
391.6489,158.0643,Nouna,Burkina Faso,BFA
392.5292,158.6734,Dedougou,Burkina Faso,BFA
399.7111,154.2385,Gorom Gorom,Burkina Faso,BFA
396.6129,155.0188,Djibo,Burkina Faso,BFA
393.4051,157.3085,Tougan,Burkina Faso,BFA
397.2642,159.5426,Kombissiri,Burkina Faso,BFA
397.3554,158.4022,Ziniare,Burkina Faso,BFA
395.1991,157.5642,Yako,Burkina Faso,BFA
394.7457,158.9435,Reo,Burkina Faso,BFA
395.5659,161.6989,Leo,Burkina Faso,BFA
396.287,160.6754,Sapouy,Burkina Faso,BFA
398.9648,158.2244,Boulsa,Burkina Faso,BFA
398.8715,159.1447,Zorgo,Burkina Faso,BFA
399.4383,159.2914,Koupela,Burkina Faso,BFA
397.7066,161.5322,Po,Burkina Faso,BFA
397.8622,160.4363,Manga,Burkina Faso,BFA
393.0094,162.0146,Diebougou,Burkina Faso,BFA
393.1739,163.4084,Gaoua,Burkina Faso,BFA
399.923,157.5308,Bogande,Burkina Faso,BFA
400.1675,155.1633,Dori,Burkina Faso,BFA
401.4089,156.4917,Sebba,Burkina Faso,BFA
404.2223,159.5137,Diapaga,Burkina Faso,BFA
617.2323,148.9033,Pa-an,Myanmar,MMR
608.3403,136.0099,Hakha,Myanmar,MMR
615.9458,140.1625,Taunggyi,Myanmar,MMR
613.5539,137.7216,Sagaing,Myanmar,MMR
466.0574,193.6102,Muramvya,Burundi,BDI
475.0028,108.7402,Larnaka,Cyprus,CYP
472.3051,109.0983,Paphos,Cyprus,CYP
505.4151,167.6137,Laascaanood,Somaliland,SOL
505.452,162.8342,Ceerigaabo,Somaliland,SOL
416.7067,182.7041,Santo Antonio,Sao Tome and Principe,STP
718.6392,206.6107,Daru,Papua New Guinea,PNG
478.4934,115.4405,Ramallah,Palestine,PSX
474.3292,107.831,Kyrenia,Northern Cyprus,CYN
247.7537,164.8912,San Carlos,Venezuela,VEN
247.4069,163.384,San Felipe,Venezuela,VEN
250.5013,164.351,San Juan De Los Morros,Venezuela,VEN
258.2166,161.8338,La Asuncion,Venezuela,VEN
501.541,155.2856,Al Bayda,Yemen,YEM
504.2664,154.0162,'Ataq,Yemen,YEM
501.0075,152.08,Marib,Yemen,YEM
207.8974,150.0593,Roatan,Honduras,HND
351.6296,42.8225,Borgarnes,Iceland,ISL
211.7724,161.487,San Carlos,Nicaragua,NIC
277.5198,173.9121,Onverwacht,Suriname,SUR
276.8951,173.4742,Groningen,Suriname,SUR
553.6172,97.9965,Leninobod,Tajikistan,TJK
265.4933,235.3338,Mariscal Estigarribia,Paraguay,PRY
273.2071,242.7965,Caacupe,Paraguay,PRY
208.6177,160.0272,Jinotepe,Nicaragua,NIC
209.0511,157.2596,Jinotega,Nicaragua,NIC
208.84,159.7538,Masaya,Nicaragua,NIC
489.4463,119.6708,Sakakah,Saudi Arabia,SAU
466.5494,165.8352,Bentiu,South Sudan,SSD
224.6745,165.1497,El Porvenir,Panama,PAN
499.7826,90.2537,Nazran,Russia,RUS
632.9785,68.9129,Ust' Ordynskiy,Russia,RUS
421.0156,160.1313,Dutse,Nigeria,NGA
426.8302,160.2429,Damaturu,Nigeria,NGA
226.8641,189.6577,Puyo,Ecuador,ECU
